,0,1,2,3,4,5,6
2,보령연안1_연안,염분[psu],7.938077047992743,0.7,0.8,multiplicative,31.547209991481765
3,보령연안1_연안,클로로필-a[μg/L],0.8812757416088747,0.5,0.9,multiplicative,3.17357838203956
4,보령연안1_연안,총인[μg/L],0.552316832749108,0.7,0.8,multiplicative,30.21912627330019
5,보령연안1_연안,수온[℃],0.9312039595556818,0.3,0.8,additive,15.283991033742321
6,보령연안1_연안,총질소[μg/L],1.085578990443534,0.3,0.9,multiplicative,186.31334379087144
7,보령연안1_연안,용존산소[mg/L],0.47317517029878564,0.7,0.8,multiplicative,8.71415273715645
0,보령연안2_연안,투명도[m],0.5679946905160213,0.5,0.9,multiplicative,2.127963062547045
1,보령연안2_연안,화학적산소요구량[mg/L],0.9310053890637198,0.7,0.9,multiplicative,1.496693319984601
2,보령연안2_연안,염분[psu],5.857328583571653,0.7,0.9,multiplicative,31.733922894177503
3,보령연안2_연안,클로로필-a[μg/L],1.0338529855212648,0.7,0.9,multiplicative,2.6632876821187095
4,보령연안2_연안,총인[μg/L],0.44618507837674687,0.7,0.8,multiplicative,32.85091352409582
5,보령연안2_연안,수온[℃],0.9915918510632182,0.3,0.8,additive,15.503727626582554
6,보령연안2_연안,총질소[μg/L],0.5587374960619926,0.7,0.8,multiplicative,185.95038018554993
7,보령연안2_연안,용존산소[mg/L],0.2969149889067416,0.3,0.8,additive,8.618009631492141
0,보령연안3_연안,투명도[m],1.0145163587680783,0.3,0.9,additive,2.4469827577023313
1,보령연안3_연안,화학적산소요구량[mg/L],1.3562425432443093,0.3,0.9,multiplicative,1.4453838902590779
2,보령연안3_연안,염분[psu],6.330399080255286,0.7,0.9,multiplicative,31.55201210826019
3,보령연안3_연안,클로로필-a[μg/L],1.1243096324940942,0.3,0.9,multiplicative,4.1291232179022455
4,보령연안3_연안,총인[μg/L],0.5713485946168126,0.5,0.8,multiplicative,31.981829397496917
5,보령연안3_연안,수온[℃],0.9551152025307134,0.3,0.8,additive,15.538028153903479
6,보령연안3_연안,총질소[μg/L],0.554275049226876,0.7,0.8,multiplicative,167.33725416218886
7,보령연안3_연안,용존산소[mg/L],0.2624128263594552,0.3,0.8,additive,8.77567808017573
0,부산연안1_환경관리,투명도[m],1.67600456582201,0.5,0.8,multiplicative,3.9542538973354984
1,부산연안1_환경관리,화학적산소요구량[mg/L],0.5125156017591264,0.7,0.8,additive,0.9848912453863404
2,부산연안1_환경관리,염분[psu],1.261722647884668,0.3,0.8,additive,33.591347654766494
3,부산연안1_환경관리,클로로필-a[μg/L],1.0432767807498813,0.5,0.8,additive,1.7451264570957297
4,부산연안1_환경관리,총인[μg/L],0.8095531418916841,0.7,0.9,multiplicative,20.78318632453695
5,부산연안1_환경관리,수온[℃],0.6324234287643102,0.7,0.9,additive,18.32564573421659
6,부산연안1_환경관리,총질소[μg/L],0.9334611125136514,0.5,0.9,additive,208.21683591692295
7,부산연안1_환경관리,용존산소[mg/L],0.3477539432628168,0.7,0.8,multiplicative,8.413306440756177
0,부산연안2_환경관리,투명도[m],2.433273910220463,0.3,0.9,multiplicative,4.002314506083259
1,부산연안2_환경관리,화학적산소요구량[mg/L],0.5289524977808711,0.7,0.9,additive,1.0823685155032619
2,부산연안2_환경관리,염분[psu],0.9525545196739205,0.7,0.8,multiplicative,32.8746022630354
3,부산연안2_환경관리,클로로필-a[μg/L],0.8267680761434442,0.7,0.8,additive,1.1948151768747166
4,부산연안2_환경관리,총인[μg/L],0.7321602625314666,0.3,0.9,multiplicative,34.561700131443594
5,부산연안2_환경관리,수온[℃],0.7119470540663994,0.7,0.9,additive,18.2919908221376
6,부산연안2_환경관리,총질소[μg/L],0.6583106532327957,0.7,0.9,multiplicative,292.59267813535786
7,부산연안2_환경관리,용존산소[mg/L],0.33926572812625344,0.5,0.8,multiplicative,8.483465690832531
0,부산연안3_환경관리,투명도[m],1.4145046867683517,0.3,0.8,multiplicative,3.609386264925595
1,부산연안3_환경관리,화학적산소요구량[mg/L],0.7320621903933249,0.3,0.9,multiplicative,1.2432060080437295
2,부산연안3_환경관리,염분[psu],1.3277365374643462,0.3,0.8,additive,33.36801719770108
3,부산연안3_환경관리,클로로필-a[μg/L],1.093288251006194,0.7,0.8,additive,2.0061651065170727
4,부산연안3_환경관리,총인[μg/L],0.6396227601327475,0.7,0.9,multiplicative,29.136131598011175
5,부산연안3_환경관리,수온[℃],0.698314372830185,0.7,0.8,additive,18.27831562897817
6,부산연안3_환경관리,총질소[μg/L],0.7002490633116111,0.7,0.9,multiplicative,370.5386911993085
7,부산연안3_환경관리,용존산소[mg/L],0.4063547196266223,0.3,0.8,additive,8.687326048414473
0,부산연안4_환경관리,투명도[m],0.8306662917562261,0.3,0.8,multiplicative,4.332201379717204
1,부산연안4_환경관리,화학적산소요구량[mg/L],0.37859047372791255,0.3,0.8,multiplicative,0.946335142377353
2,부산연안4_환경관리,염분[psu],1.1547426688293656,0.7,0.9,additive,34.233809963105855
3,부산연안4_환경관리,클로로필-a[μg/L],0.684873057485734,0.3,0.8,multiplicative,2.723267765768174
4,부산연안4_환경관리,총인[μg/L],0.361729044501917,0.7,0.8,additive,20.60822164173792
5,부산연안4_환경관리,수온[℃],0.6728443810367994,0.7,0.9,additive,17.477635863845478
6,부산연안4_환경관리,총질소[μg/L],0.7146627123410244,0.7,0.9,multiplicative,240.565813989521
7,부산연안4_환경관리,용존산소[mg/L],0.2529798876265687,0.7,0.9,multiplicative,8.623504848260433
0,사천연안1_연안,투명도[m],1.0902275831884023,0.3,0.9,additive,3.4045596439338057
1,사천연안1_연안,화학적산소요구량[mg/L],1.084216753646887,0.7,0.9,additive,1.1737258098148349
2,사천연안1_연안,염분[psu],7.14571405780888,0.3,0.8,multiplicative,32.3031659308933
3,사천연안1_연안,클로로필-a[μg/L],0.5431201580779461,0.7,0.8,multiplicative,2.0476469806345743
4,사천연안1_연안,총인[μg/L],0.3032700826875537,0.7,0.9,multiplicative,22.956200665372382
5,사천연안1_연안,수온[℃],1.0288533247322176,0.3,0.9,additive,17.150587249294823
6,사천연안1_연안,총질소[μg/L],0.4127040984707303,0.7,0.9,multiplicative,352.6766946108656
7,사천연안1_연안,용존산소[mg/L],0.17246878886644446,0.3,0.9,additive,7.803835193808242
0,사천연안2_연안,투명도[m],0.42695180546327116,0.3,0.9,additive,2.8982394540829794
1,사천연안2_연안,화학적산소요구량[mg/L],0.8385816063052036,0.7,0.8,additive,1.3391372637531167
2,사천연안2_연안,염분[psu],3.189760961923672,0.7,0.9,additive,33.142063042258826
3,사천연안2_연안,클로로필-a[μg/L],0.4984284150107616,0.3,0.8,multiplicative,2.2471245658631847
4,사천연안2_연안,총인[μg/L],0.15300218881857988,0.5,0.9,multiplicative,30.34713882970897
5,사천연안2_연안,수온[℃],1.0125634977694233,0.7,0.9,multiplicative,17.792423757770393
6,사천연안2_연안,총질소[μg/L],0.591485384389468,0.7,0.9,multiplicative,158.6593609665268
7,사천연안2_연안,용존산소[mg/L],0.39663067723184836,0.3,0.8,additive,7.91584931237372
0,사천연안3_연안,투명도[m],0.2285306426291004,0.7,0.8,multiplicative,3.1694055450083987
1,사천연안3_연안,화학적산소요구량[mg/L],0.51930709483156,0.7,0.8,additive,1.3251620572880853
2,사천연안3_연안,염분[psu],2.4495496098468776,0.7,0.9,additive,33.05556415361838
3,사천연안3_연안,클로로필-a[μg/L],0.3336654390548193,0.3,0.8,multiplicative,1.9954107331688036
4,사천연안3_연안,총인[μg/L],0.25053801019901434,0.3,0.8,multiplicative,23.007303305841152
5,사천연안3_연안,수온[℃],1.1242709293616828,0.5,0.8,additive,17.741866958460818
6,사천연안3_연안,총질소[μg/L],0.45716423557621005,0.7,0.9,multiplicative,186.36439358682372
7,사천연안3_연안,용존산소[mg/L],0.2774073980264878,0.3,0.8,additive,8.760204813238712
0,삼척연안1_연안,투명도[m],0.8538184345256876,0.3,0.9,additive,10.808586963835243
1,삼척연안1_연안,화학적산소요구량[mg/L],0.5331673301162826,0.7,0.8,additive,1.1923019306876
2,삼척연안1_연안,염분[psu],1.4797663600622823,0.5,0.9,multiplicative,33.78627074097185
3,삼척연안1_연안,클로로필-a[μg/L],0.5074415128777102,0.3,0.9,multiplicative,1.0164428326691406
4,삼척연안1_연안,총인[μg/L],0.4484510747968771,0.3,0.8,multiplicative,16.83961391230494
5,삼척연안1_연안,수온[℃],0.41797696591457884,0.7,0.8,additive,16.960652961518146
6,삼척연안1_연안,총질소[μg/L],0.9735435602596011,0.7,0.8,multiplicative,134.61435548617612
7,삼척연안1_연안,용존산소[mg/L],0.6322907495151532,0.7,0.9,multiplicative,8.6379738057666
